Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Home,217.77,13.0,5.0,Wed,22.0,Expedited,0
Books,,12.0,0.0,Fri,6.0,Standard,0
Electronics,267.38,26.0,6.0,Sun,22.0,Expedited,0
Home,166.68,35.0,8.0,Fri,7.0,SameDay,0
Home,164.79,99.0,5.0,Thu,1.0,Standard,0
Toys,192.79,31.0,3.0,Wed,7.0,Standard,0
Books,216.7,77.0,2.0,Mon,6.0,SameDay,0
Home,444.69,68.0,8.0,Wed,1.0,SameDay,1
Toys,33.99,95.0,2.0,Sun,2.0,Expedited,0
Books,79.88,90.0,2.0,Mon,22.0,Expedited,0
Electronics,269.11,47.0,,Fri,21.0,Standard,0
Clothing,,101.0,3.0,Fri,4.0,Standard,0
Books,113.93,10.0,0.0,Wed,3.0,SameDay,0
Books,64.53,40.0,4.0,Fri,8.0,Standard,0
Toys,173.78,117.0,,Tue,17.0,Standard,0
Books,449.21,36.0,7.0,Wed,14.0,Standard,1
Toys,223.17,117.0,4.0,Mon,8.0,SameDay,0
Electronics,105.52,62.0,0.0,Mon,0.0,Standard,0
Toys,158.12,68.0,3.0,Thu,23.0,Standard,0
Home,455.23,97.0,4.0,Tue,2.0,SameDay,1
Toys,355.22,51.0,1.0,Wed,19.0,SameDay,0
Electronics,208.51,61.0,2.0,Fri,18.0,Standard,0
Toys,322.84,99.0,8.0,Thu,17.0,Standard,1
Clothing,158.14,39.0,8.0,Tue,23.0,Standard,0
Clothing,141.41,79.0,3.0,Wed,15.0,Standard,0
Books,10.71,117.0,3.0,Mon,15.0,Expedited,0
Toys,155.34,90.0,7.0,Sun,10.0,Standard,0
Books,185.7,22.0,5.0,Fri,23.0,Expedited,0
Clothing,61.31,84.0,5.0,Wed,2.0,Expedited,0
Books,332.85,84.0,1.0,Mon,10.0,SameDay,0
Toys,487.51,72.0,6.0,Sat,13.0,SameDay,1
Books,31.55,43.0,0.0,Fri,,Standard,0
Clothing,486.17,33.0,7.0,Mon,12.0,Expedited,1
Books,193.08,82.0,8.0,Sun,2.0,Expedited,0
Books,245.75,105.0,1.0,Fri,4.0,Expedited,0
Books,299.86,108.0,3.0,Sat,21.0,SameDay,0
Electronics,83.48,50.0,7.0,Sat,18.0,SameDay,0
Clothing,105.14,10.0,7.0,Tue,18.0,SameDay,1
Books,86.44,86.0,8.0,Sun,16.0,Standard,0
Toys,286.63,39.0,1.0,Sat,7.0,Expedited,0
Clothing,58.44,22.0,,Fri,6.0,SameDay,1
Books,19.35,53.0,3.0,Sat,11.0,SameDay,0
Toys,268.86,56.0,7.0,Tue,13.0,SameDay,0
Home,487.0,82.0,1.0,Mon,7.0,Expedited,0
Home,85.52,102.0,6.0,Fri,,SameDay,0
Electronics,,3.0,2.0,Tue,23.0,Standard,1
Clothing,,65.0,6.0,Thu,20.0,Expedited,1
Electronics,164.43,36.0,6.0,Fri,18.0,Standard,0
Home,196.59,108.0,3.0,Thu,4.0,SameDay,0
Books,160.88,47.0,1.0,Sun,10.0,Standard,0
Clothing,494.62,108.0,5.0,Mon,0.0,Standard,1
Toys,138.37,44.0,8.0,Wed,23.0,Standard,0
Home,29.91,48.0,,Sun,18.0,SameDay,0
Books,439.49,93.0,1.0,Wed,12.0,Standard,0
Clothing,355.1,98.0,3.0,Thu,11.0,SameDay,1
Home,169.55,58.0,4.0,Wed,9.0,SameDay,0
Home,471.38,84.0,1.0,Sun,21.0,SameDay,0
Electronics,262.15,27.0,4.0,Fri,18.0,Standard,0
Books,163.41,46.0,1.0,Sat,,SameDay,0
Clothing,196.68,38.0,5.0,Mon,14.0,Expedited,0
Books,66.55,104.0,5.0,Sun,21.0,Standard,0
Home,448.43,38.0,2.0,Tue,10.0,Standard,0
Toys,11.9,82.0,0.0,Wed,19.0,Expedited,0
Books,391.77,29.0,0.0,Mon,3.0,Standard,0
Clothing,349.86,119.0,7.0,Wed,4.0,SameDay,1
Electronics,340.67,70.0,7.0,Mon,8.0,Expedited,1
Clothing,347.17,118.0,8.0,Mon,4.0,SameDay,1
Home,486.42,86.0,3.0,Fri,2.0,SameDay,1
Books,330.27,50.0,0.0,Wed,22.0,Expedited,0
Electronics,94.7,15.0,6.0,Fri,15.0,Standard,0
Books,313.36,10.0,2.0,Fri,11.0,SameDay,0
Books,159.74,26.0,5.0,Fri,6.0,Expedited,0
Home,108.63,83.0,1.0,Sun,10.0,Expedited,0
Electronics,45.33,9.0,7.0,Wed,13.0,Expedited,0
Home,426.32,,2.0,Tue,14.0,SameDay,0
Home,10.97,116.0,5.0,Mon,14.0,Standard,0
Clothing,482.93,39.0,0.0,Sun,3.0,SameDay,1
Electronics,207.55,32.0,,Sat,22.0,SameDay,0
Toys,438.01,78.0,9.0,Sun,4.0,SameDay,1
Clothing,476.27,16.0,,Mon,11.0,Standard,1
Home,71.09,3.0,6.0,Thu,12.0,Standard,1
Electronics,340.42,74.0,9.0,Fri,14.0,Standard,1
Electronics,10.83,23.0,8.0,Tue,20.0,Standard,0
Electronics,134.75,36.0,0.0,Thu,13.0,SameDay,0
Clothing,471.24,43.0,1.0,Sun,14.0,SameDay,1
Home,434.24,92.0,9.0,Wed,17.0,Expedited,1
Electronics,214.23,57.0,1.0,Tue,11.0,SameDay,0
Books,234.0,105.0,9.0,Thu,21.0,Expedited,0
Books,324.35,50.0,1.0,Wed,23.0,Expedited,0
Clothing,292.48,15.0,0.0,Wed,17.0,Expedited,0
Electronics,412.78,55.0,0.0,Thu,9.0,Expedited,0
Toys,297.45,96.0,3.0,Sun,3.0,Expedited,0
Clothing,,55.0,2.0,Tue,13.0,Standard,0
Books,199.0,79.0,9.0,Mon,19.0,Expedited,0
Books,,20.0,8.0,Wed,3.0,Expedited,0
Clothing,8.64,107.0,6.0,Thu,19.0,SameDay,1
Home,19.03,64.0,5.0,Tue,15.0,Expedited,0
Electronics,132.25,88.0,8.0,Thu,19.0,Standard,0
Clothing,29.14,13.0,6.0,Sat,19.0,Expedited,0
Clothing,279.54,69.0,8.0,Mon,13.0,Expedited,0
Home,309.73,73.0,7.0,Mon,21.0,Expedited,1
Books,135.31,50.0,6.0,Mon,14.0,Standard,0
Books,189.96,64.0,8.0,Wed,20.0,Expedited,0
Books,355.79,106.0,4.0,Sun,3.0,Standard,1
Toys,328.85,63.0,3.0,Fri,9.0,Expedited,1
Books,233.06,,1.0,Thu,5.0,Expedited,0
Clothing,474.1,66.0,2.0,Sat,6.0,Standard,0
Books,235.76,19.0,3.0,Fri,,SameDay,0
Books,242.92,106.0,6.0,Sat,14.0,SameDay,0
Clothing,361.46,69.0,9.0,Wed,5.0,Expedited,1
Home,314.71,69.0,9.0,Fri,8.0,Standard,1
Clothing,11.55,60.0,9.0,Tue,3.0,SameDay,1
Electronics,453.99,110.0,1.0,Sun,,Expedited,0
Books,336.63,41.0,1.0,Fri,21.0,Expedited,0
Electronics,394.43,31.0,7.0,Sun,23.0,Expedited,1
Toys,123.18,19.0,5.0,Tue,4.0,Standard,0
Electronics,286.81,94.0,0.0,Tue,4.0,Standard,0
Clothing,,107.0,4.0,Sun,14.0,SameDay,1
Books,334.31,75.0,5.0,Wed,4.0,Expedited,1
Toys,174.92,10.0,4.0,Fri,11.0,Standard,0
Books,98.99,54.0,8.0,Tue,6.0,Expedited,0
Home,109.3,1.0,3.0,Wed,8.0,Standard,1
Clothing,294.9,78.0,7.0,Thu,9.0,Standard,0
Clothing,132.56,7.0,1.0,Wed,10.0,SameDay,1
Toys,185.86,25.0,6.0,Thu,14.0,Expedited,0
Clothing,425.91,98.0,7.0,Tue,14.0,SameDay,1
Books,88.59,46.0,5.0,Tue,14.0,SameDay,0
Clothing,211.0,46.0,4.0,Sat,21.0,Expedited,0
Electronics,238.59,72.0,9.0,Thu,13.0,Expedited,0
Toys,428.28,96.0,1.0,Mon,15.0,Expedited,0
Home,312.56,95.0,4.0,Thu,8.0,Standard,1
Clothing,6.5,109.0,,Mon,12.0,Expedited,0
Home,488.83,74.0,2.0,Sun,15.0,Standard,0
Electronics,32.59,119.0,8.0,Sat,4.0,Expedited,0
Books,210.42,70.0,,Sun,15.0,Standard,0
Home,228.52,17.0,9.0,Tue,6.0,SameDay,0
Toys,98.01,55.0,6.0,Fri,6.0,SameDay,0
Home,23.99,66.0,5.0,Sat,4.0,SameDay,0
Clothing,24.87,98.0,3.0,Wed,1.0,Standard,0
Toys,114.22,31.0,1.0,Tue,2.0,Expedited,0
Toys,287.75,79.0,1.0,Thu,22.0,SameDay,0
Toys,138.68,35.0,3.0,Sun,1.0,SameDay,0
Electronics,163.43,91.0,7.0,Thu,14.0,SameDay,0
Books,24.1,21.0,6.0,Fri,18.0,Expedited,0
Toys,58.96,80.0,5.0,Mon,3.0,SameDay,0
Books,282.77,37.0,5.0,Tue,12.0,SameDay,0
Clothing,224.58,23.0,5.0,Mon,11.0,Expedited,0
Clothing,223.1,77.0,3.0,Mon,,SameDay,1
Toys,79.5,3.0,2.0,Sun,16.0,SameDay,1
Clothing,483.45,110.0,9.0,Mon,8.0,SameDay,1
Home,374.8,65.0,2.0,Wed,10.0,Standard,0
Home,226.11,41.0,2.0,Tue,0.0,Standard,0
Home,305.22,95.0,,Mon,1.0,Standard,0
Electronics,49.65,42.0,8.0,Fri,4.0,Standard,0
Books,91.52,13.0,,Fri,19.0,Standard,0
Books,189.92,89.0,0.0,Mon,21.0,Standard,0
Clothing,150.99,74.0,9.0,Mon,3.0,SameDay,1
Home,470.67,116.0,9.0,Fri,4.0,Standard,1
Books,197.05,86.0,9.0,Wed,20.0,Standard,0
Home,272.68,45.0,6.0,Wed,4.0,Standard,0
Home,154.41,111.0,8.0,Thu,2.0,Expedited,0
Books,441.52,81.0,9.0,Fri,9.0,Expedited,1
Home,303.59,49.0,1.0,Mon,12.0,Standard,0
Electronics,,,9.0,Wed,18.0,SameDay,0
Clothing,,38.0,9.0,Wed,14.0,Standard,0
Electronics,281.29,31.0,3.0,Wed,22.0,SameDay,0
Home,208.95,20.0,8.0,Wed,11.0,Standard,0
Clothing,230.88,82.0,7.0,Sun,12.0,Standard,0
Electronics,490.13,8.0,2.0,Fri,20.0,SameDay,0
Toys,24.77,,9.0,Fri,17.0,SameDay,0
Toys,39.58,29.0,3.0,Fri,18.0,Standard,0
Electronics,123.92,99.0,6.0,Wed,14.0,Expedited,0
Toys,329.44,26.0,1.0,Sat,10.0,Standard,0
Toys,85.28,105.0,9.0,Wed,12.0,Expedited,0
Home,432.47,36.0,9.0,Mon,4.0,Expedited,1
Electronics,334.05,10.0,7.0,Sat,6.0,SameDay,1
Home,29.4,68.0,4.0,Sun,9.0,SameDay,0
Toys,353.12,12.0,1.0,Wed,10.0,Expedited,0
Electronics,161.87,62.0,9.0,Sat,9.0,Standard,0
Books,69.28,80.0,0.0,Sun,4.0,Standard,0
Clothing,356.32,119.0,8.0,Fri,,Expedited,1
Clothing,30.87,29.0,3.0,Tue,,SameDay,1
Electronics,52.01,65.0,6.0,Sat,11.0,Expedited,0
Electronics,251.45,96.0,,Sun,22.0,SameDay,0
Home,492.24,39.0,2.0,Fri,18.0,Expedited,0
Electronics,114.64,36.0,8.0,Tue,3.0,SameDay,0
Books,212.57,79.0,6.0,Fri,19.0,Standard,0
Toys,196.19,74.0,6.0,Fri,0.0,Standard,0
Clothing,176.09,25.0,8.0,Fri,3.0,Standard,0
Electronics,273.48,6.0,9.0,Sun,3.0,Expedited,0
Clothing,222.56,92.0,1.0,Fri,23.0,Expedited,0
Home,429.08,33.0,6.0,Sun,23.0,Standard,1
Books,28.74,79.0,0.0,Sat,8.0,Standard,0
Home,499.46,41.0,8.0,Fri,17.0,SameDay,1
Toys,224.84,2.0,1.0,Thu,0.0,Standard,0
Home,35.3,74.0,,Thu,3.0,Expedited,0
Clothing,100.89,,6.0,Mon,,SameDay,1
Clothing,39.92,85.0,2.0,Mon,23.0,SameDay,1
Toys,493.04,116.0,,Tue,7.0,SameDay,0
Books,388.13,80.0,6.0,Tue,10.0,Expedited,1
Books,455.17,99.0,8.0,Sun,10.0,SameDay,1
Home,236.59,46.0,7.0,Sun,6.0,Expedited,0
Toys,224.44,,6.0,Wed,22.0,SameDay,0
Home,353.45,41.0,4.0,Thu,17.0,Standard,1
Clothing,131.81,33.0,7.0,Sat,8.0,Standard,0
Books,131.55,114.0,7.0,Sun,16.0,Standard,0
Clothing,290.67,4.0,9.0,Tue,19.0,SameDay,1
Toys,321.92,55.0,3.0,Fri,19.0,SameDay,1
Books,109.11,7.0,4.0,Tue,1.0,Standard,0
Toys,192.83,8.0,7.0,Wed,16.0,SameDay,0
Books,374.64,27.0,5.0,Sun,1.0,Standard,1
Toys,406.25,108.0,8.0,Wed,17.0,SameDay,1
Electronics,133.1,110.0,8.0,Wed,7.0,SameDay,0
Books,204.12,104.0,9.0,Sun,12.0,SameDay,0
Home,,65.0,1.0,Sat,22.0,Expedited,0
Books,357.48,119.0,1.0,Sat,11.0,SameDay,0
Toys,80.71,5.0,5.0,Sat,13.0,SameDay,1
Clothing,53.72,106.0,1.0,Sat,9.0,SameDay,1
Toys,178.2,44.0,2.0,Wed,23.0,Expedited,0
Home,263.96,9.0,7.0,Mon,0.0,Standard,0
Clothing,279.31,78.0,0.0,Thu,,Standard,0
Electronics,360.0,66.0,5.0,Wed,21.0,Expedited,1
Toys,9.61,5.0,5.0,Sun,18.0,SameDay,1
Toys,131.86,103.0,5.0,Tue,,Standard,0
Electronics,25.28,14.0,3.0,Thu,,Standard,0
Books,463.82,,2.0,Thu,22.0,SameDay,0
Toys,141.17,106.0,0.0,Mon,11.0,Expedited,0
Toys,203.72,74.0,7.0,Mon,19.0,SameDay,0
Home,422.69,6.0,2.0,Fri,14.0,Expedited,0
Clothing,55.91,52.0,1.0,Sun,5.0,Standard,0
Books,55.08,20.0,8.0,Mon,14.0,Standard,0
Home,96.71,113.0,5.0,Sat,21.0,Standard,0
Clothing,250.67,60.0,6.0,Fri,22.0,SameDay,1
Books,144.56,22.0,8.0,Fri,10.0,Expedited,0
Books,429.33,104.0,4.0,Mon,0.0,SameDay,1
Home,156.59,110.0,8.0,Sat,23.0,SameDay,0
Home,430.2,103.0,2.0,Sun,23.0,Standard,0
Home,392.66,49.0,9.0,Sun,3.0,Standard,1
Electronics,73.49,39.0,1.0,Wed,17.0,SameDay,0
Clothing,37.7,73.0,6.0,Tue,11.0,Expedited,0
Books,243.7,79.0,,Sun,0.0,Expedited,0
Toys,69.51,38.0,1.0,Mon,3.0,SameDay,0
Clothing,265.03,71.0,1.0,Mon,12.0,Standard,0
Toys,43.55,2.0,3.0,Wed,5.0,SameDay,1
Toys,76.2,46.0,2.0,Sat,1.0,Standard,0
Clothing,488.75,27.0,0.0,Thu,13.0,Standard,0
Home,491.56,83.0,4.0,Thu,14.0,Expedited,1
Toys,70.94,24.0,6.0,Sat,3.0,Standard,0
Books,,112.0,3.0,Sun,9.0,SameDay,0
Toys,292.21,115.0,5.0,Wed,13.0,SameDay,0
Books,333.36,46.0,7.0,Fri,16.0,Expedited,1
Electronics,163.06,99.0,1.0,Thu,7.0,Expedited,0
Electronics,304.92,,8.0,Thu,14.0,Expedited,1
Clothing,232.67,7.0,2.0,Thu,21.0,Expedited,0
Toys,226.14,17.0,5.0,Sun,5.0,Expedited,0
Toys,400.89,3.0,4.0,Tue,21.0,Expedited,1
Home,431.4,96.0,9.0,Sun,18.0,Expedited,1
Toys,222.14,21.0,,Wed,17.0,SameDay,0
Clothing,372.39,104.0,1.0,Fri,11.0,Standard,0
Home,198.17,85.0,9.0,Sat,20.0,Standard,0
Electronics,447.52,50.0,4.0,Sun,8.0,SameDay,1
Toys,113.29,44.0,3.0,Wed,20.0,Expedited,0
Toys,479.28,78.0,5.0,Fri,17.0,Expedited,1
Electronics,163.82,100.0,3.0,Fri,20.0,SameDay,0
Toys,386.88,94.0,9.0,Fri,10.0,Standard,1
Home,,86.0,1.0,Mon,9.0,Standard,0
Clothing,324.92,79.0,8.0,Tue,18.0,Standard,1
Toys,257.31,106.0,9.0,Mon,20.0,Standard,0
Home,163.49,61.0,3.0,Sun,11.0,Standard,0
Clothing,155.86,21.0,0.0,Sat,,Standard,0
Books,310.06,35.0,3.0,Fri,15.0,SameDay,1
Home,285.57,8.0,8.0,Thu,4.0,SameDay,0
Books,,56.0,0.0,Wed,13.0,SameDay,0
Home,83.35,58.0,5.0,Wed,7.0,Expedited,0
Clothing,429.48,21.0,4.0,Fri,,Expedited,1
Books,75.1,53.0,3.0,Wed,2.0,Standard,0
Toys,139.87,31.0,8.0,Mon,6.0,Standard,0
Electronics,225.93,66.0,2.0,Fri,4.0,SameDay,0
Books,109.51,29.0,1.0,Mon,2.0,Expedited,0
Electronics,367.45,104.0,6.0,Fri,16.0,SameDay,1
Toys,157.37,49.0,1.0,Tue,6.0,Expedited,0
Books,224.13,61.0,8.0,Sat,10.0,Expedited,0
Books,483.18,50.0,9.0,Sat,18.0,Expedited,1
Clothing,68.81,81.0,1.0,Thu,,Expedited,0
Electronics,217.92,12.0,6.0,Mon,7.0,Expedited,0
Clothing,183.43,17.0,9.0,Sat,18.0,Standard,0
Electronics,14.97,33.0,3.0,Tue,10.0,Expedited,0
Toys,346.1,68.0,3.0,Sat,7.0,SameDay,1
Home,318.04,104.0,5.0,Mon,15.0,SameDay,1
Electronics,340.94,45.0,,Tue,7.0,SameDay,0
Books,267.26,21.0,0.0,Tue,21.0,Standard,0
Electronics,,6.0,7.0,Mon,13.0,Expedited,1
Books,210.14,9.0,7.0,Sun,19.0,Expedited,0
Toys,30.0,83.0,7.0,Sun,2.0,Standard,0
Books,250.78,68.0,4.0,Tue,21.0,SameDay,0
Books,223.43,41.0,1.0,Fri,15.0,Expedited,0
Clothing,294.35,90.0,9.0,Tue,16.0,Expedited,0
Books,271.0,58.0,8.0,Tue,6.0,Standard,0
Home,305.08,39.0,0.0,Fri,12.0,Expedited,0
Electronics,,39.0,8.0,Thu,15.0,Standard,0
Books,,118.0,1.0,Thu,16.0,Standard,0
Toys,180.73,113.0,,Sun,13.0,SameDay,0
Home,240.17,10.0,6.0,Tue,10.0,SameDay,0
Electronics,361.13,52.0,2.0,Mon,2.0,Expedited,0
Electronics,356.1,40.0,8.0,Thu,2.0,Standard,1
Electronics,254.8,90.0,8.0,Thu,10.0,SameDay,0
Electronics,61.25,88.0,5.0,Mon,6.0,Expedited,0
Home,38.68,44.0,3.0,Sat,18.0,Standard,0
Clothing,458.96,21.0,5.0,Sun,5.0,Expedited,1
Clothing,354.79,65.0,0.0,Thu,21.0,Expedited,0
Electronics,217.94,26.0,2.0,Mon,0.0,Expedited,0
Toys,33.16,94.0,0.0,Thu,15.0,Standard,0
Books,439.63,71.0,6.0,Tue,,SameDay,1
Home,121.61,49.0,5.0,Wed,2.0,Expedited,0
Books,306.86,,8.0,Fri,19.0,Standard,1
Home,405.44,117.0,8.0,Sun,,Standard,1
Electronics,184.78,103.0,5.0,Fri,8.0,SameDay,0
Toys,93.62,107.0,0.0,Sun,15.0,Standard,0
Toys,326.1,3.0,8.0,Tue,14.0,Standard,1
Toys,231.97,79.0,4.0,Sat,18.0,Standard,0
Books,40.1,32.0,7.0,Sun,3.0,Expedited,0
Electronics,54.29,9.0,3.0,Mon,10.0,SameDay,0
Toys,174.53,115.0,4.0,Fri,8.0,Expedited,0
Books,358.77,83.0,5.0,Sun,9.0,Expedited,1
Electronics,,101.0,9.0,Tue,6.0,SameDay,1
Electronics,14.96,44.0,4.0,Sun,1.0,SameDay,0
Electronics,469.09,81.0,1.0,Mon,2.0,Expedited,0
Books,196.42,28.0,5.0,Wed,21.0,Expedited,0
Clothing,,10.0,9.0,Tue,1.0,Expedited,0
Toys,32.3,75.0,0.0,Tue,14.0,SameDay,0
Home,107.01,113.0,1.0,Mon,8.0,Standard,0
Clothing,132.53,51.0,1.0,Sat,17.0,SameDay,1
Books,447.58,75.0,7.0,Tue,13.0,Expedited,1
Clothing,120.29,90.0,0.0,Fri,12.0,Standard,0
Toys,17.28,40.0,7.0,Fri,22.0,Expedited,0
Toys,84.14,48.0,1.0,Sun,9.0,Expedited,0
Clothing,490.08,90.0,5.0,Wed,2.0,Expedited,1
Electronics,194.62,95.0,7.0,Fri,11.0,SameDay,0
Toys,146.2,80.0,8.0,Mon,4.0,SameDay,0
Home,486.25,24.0,9.0,Thu,15.0,SameDay,1
Toys,454.66,38.0,7.0,Thu,19.0,SameDay,1
Home,274.45,109.0,8.0,Sun,10.0,Expedited,0
Clothing,123.3,8.0,9.0,Mon,14.0,Standard,0
Books,429.89,87.0,9.0,Mon,5.0,SameDay,1
Toys,104.08,92.0,6.0,Thu,3.0,Expedited,0
Toys,266.27,50.0,3.0,Mon,22.0,Standard,0
Clothing,407.28,90.0,7.0,Thu,17.0,Expedited,1
Clothing,182.58,83.0,3.0,Wed,,SameDay,1
Toys,168.49,51.0,6.0,Wed,22.0,SameDay,0
Clothing,158.37,79.0,8.0,Tue,7.0,Expedited,0
Home,310.23,101.0,7.0,Sun,8.0,Standard,1
Clothing,,9.0,7.0,Sat,23.0,SameDay,1
Books,33.41,97.0,3.0,Tue,6.0,Standard,0
Books,155.72,42.0,3.0,Mon,11.0,Standard,0
Books,73.63,58.0,3.0,Fri,15.0,Expedited,0
Books,448.04,4.0,9.0,Mon,19.0,Expedited,1
Home,,9.0,9.0,Sun,2.0,Standard,0
Toys,124.42,19.0,3.0,Mon,1.0,SameDay,0
Home,284.95,31.0,0.0,Thu,3.0,SameDay,0
Toys,137.55,1.0,3.0,Tue,2.0,Expedited,1
Home,336.33,111.0,1.0,Fri,,Standard,0
Books,165.6,85.0,9.0,Wed,22.0,Standard,0
Clothing,431.86,102.0,0.0,Mon,16.0,Standard,0
Books,226.84,109.0,2.0,Fri,23.0,Expedited,0
Clothing,433.88,27.0,6.0,Thu,3.0,SameDay,1
Toys,486.37,114.0,6.0,Wed,3.0,Standard,1
Home,38.75,,3.0,Sat,4.0,Expedited,0
Books,,71.0,7.0,Wed,11.0,SameDay,1
Toys,311.49,68.0,9.0,Sun,14.0,Expedited,1
Toys,200.99,65.0,6.0,Wed,17.0,SameDay,0
Books,69.99,113.0,4.0,Thu,23.0,SameDay,0
Toys,336.46,25.0,4.0,Fri,2.0,Expedited,1
Toys,93.93,115.0,8.0,Fri,7.0,SameDay,0
Clothing,169.7,50.0,1.0,Wed,16.0,SameDay,1
Home,338.73,109.0,2.0,Tue,22.0,SameDay,0
Home,192.97,47.0,1.0,Thu,3.0,Expedited,0
Clothing,221.45,,1.0,Sat,8.0,Expedited,0
Home,182.13,34.0,8.0,Sat,3.0,Expedited,0
Electronics,378.64,67.0,5.0,Mon,9.0,Standard,1
Toys,97.28,101.0,4.0,Wed,3.0,Expedited,0
Books,143.44,37.0,7.0,Fri,10.0,Standard,0
Clothing,98.65,16.0,9.0,Sun,17.0,Standard,0
Books,421.7,79.0,8.0,Sat,20.0,Expedited,1
Toys,229.81,108.0,8.0,Tue,18.0,Standard,0
Books,440.24,60.0,4.0,Fri,13.0,Standard,1
Toys,182.28,33.0,9.0,Thu,4.0,Standard,0
Clothing,127.19,101.0,1.0,Thu,4.0,Expedited,0
Clothing,322.04,61.0,9.0,Sun,11.0,SameDay,1
Clothing,197.69,111.0,9.0,Tue,0.0,SameDay,1
Clothing,401.07,81.0,,Sun,15.0,Expedited,1
Electronics,417.91,58.0,3.0,Tue,2.0,SameDay,1
Books,333.59,48.0,1.0,Wed,23.0,Standard,0
Books,357.51,24.0,7.0,Fri,1.0,SameDay,1
Toys,191.79,23.0,6.0,Thu,11.0,Standard,0
Clothing,296.06,13.0,0.0,Sat,21.0,Standard,0
Electronics,204.89,45.0,8.0,Mon,14.0,SameDay,0
Clothing,220.93,45.0,6.0,Sat,3.0,Standard,0
Clothing,265.42,4.0,6.0,Wed,18.0,Standard,1
Home,302.26,28.0,4.0,Sat,2.0,Expedited,1
Toys,107.37,24.0,8.0,Fri,9.0,Standard,0
Clothing,363.81,30.0,5.0,Mon,1.0,Expedited,1
Home,263.31,28.0,7.0,Tue,8.0,Standard,0
Toys,352.86,44.0,6.0,Fri,12.0,SameDay,1
Clothing,77.57,59.0,5.0,Sun,0.0,Expedited,0
Books,143.04,96.0,9.0,Fri,3.0,SameDay,0
Home,395.58,48.0,4.0,Mon,11.0,SameDay,1
Books,126.13,92.0,0.0,Tue,9.0,SameDay,0
Home,426.96,112.0,5.0,Tue,20.0,Standard,1
Electronics,83.57,18.0,2.0,Wed,3.0,SameDay,0
Electronics,,60.0,,Tue,1.0,SameDay,1
Home,79.95,13.0,4.0,Fri,7.0,Expedited,0
Electronics,395.7,48.0,,Sun,22.0,SameDay,0
Books,9.97,94.0,7.0,Sat,11.0,Expedited,0
Electronics,473.16,81.0,2.0,Sat,23.0,SameDay,0
Books,166.45,62.0,9.0,Thu,8.0,SameDay,0
Home,69.24,109.0,0.0,Thu,,Expedited,0
Electronics,217.39,80.0,3.0,Mon,21.0,SameDay,0
Toys,208.41,117.0,4.0,Sun,15.0,Standard,0
Home,57.52,75.0,6.0,Mon,,Expedited,0
Home,462.03,41.0,0.0,Sat,7.0,Standard,0
Home,139.8,73.0,0.0,Wed,17.0,Expedited,0
Toys,422.62,23.0,1.0,Tue,10.0,Expedited,0
Electronics,67.27,78.0,4.0,Thu,20.0,SameDay,0
Books,374.88,36.0,0.0,Fri,17.0,Expedited,0
Electronics,429.68,71.0,3.0,Sat,23.0,Expedited,1
Electronics,485.48,68.0,6.0,Sun,1.0,Standard,1
Books,269.35,7.0,2.0,Mon,2.0,SameDay,0
Clothing,197.12,79.0,3.0,Wed,20.0,Standard,0
Home,,25.0,4.0,Mon,21.0,Standard,1
Electronics,295.38,5.0,7.0,Fri,10.0,SameDay,1
Electronics,463.47,118.0,0.0,Fri,17.0,Expedited,0
Books,262.06,106.0,3.0,Thu,1.0,Standard,0
Toys,388.45,70.0,5.0,Wed,7.0,Standard,1
Clothing,191.64,86.0,9.0,Fri,11.0,Expedited,0
Toys,334.55,109.0,9.0,Fri,9.0,Standard,1
Home,382.37,,6.0,Mon,14.0,SameDay,1
Toys,94.49,93.0,7.0,Sun,3.0,Standard,0
Electronics,465.57,109.0,4.0,Sun,23.0,Standard,1
Home,47.92,19.0,3.0,Thu,21.0,SameDay,0
Toys,301.29,118.0,9.0,Fri,1.0,Expedited,1
Electronics,499.68,37.0,2.0,Wed,15.0,Standard,0
Toys,209.36,46.0,6.0,Mon,17.0,Standard,0
Books,264.94,54.0,6.0,Sat,15.0,Standard,0
Toys,122.13,78.0,1.0,Thu,,Standard,0
Books,272.93,117.0,8.0,Thu,2.0,SameDay,0
Clothing,294.82,43.0,9.0,Wed,6.0,SameDay,1
Electronics,60.86,8.0,7.0,Sat,23.0,SameDay,0
Electronics,38.56,31.0,1.0,Tue,9.0,Expedited,0
Books,378.69,97.0,1.0,Wed,22.0,Standard,0
Toys,206.98,112.0,8.0,Sun,11.0,SameDay,0
Clothing,410.6,17.0,9.0,Mon,20.0,SameDay,1
Electronics,462.7,102.0,9.0,Thu,3.0,Expedited,1
Clothing,87.58,71.0,8.0,Fri,0.0,Expedited,0
Home,201.17,42.0,1.0,Tue,6.0,Expedited,0
Home,99.98,113.0,3.0,Mon,0.0,Standard,0
Toys,124.06,,2.0,Wed,0.0,Standard,0
Electronics,243.8,83.0,7.0,Thu,13.0,SameDay,0
Clothing,474.89,34.0,5.0,Thu,14.0,Standard,1
Books,320.52,69.0,5.0,Tue,21.0,Expedited,1
Clothing,348.6,61.0,5.0,Wed,2.0,SameDay,1
Books,461.5,34.0,3.0,Sun,21.0,Expedited,1
Books,298.28,10.0,0.0,Wed,1.0,Expedited,0
Home,324.79,56.0,0.0,Fri,9.0,SameDay,0
